,standard_value,Binary,assay_type,not_sure,rdkit
17,6.177178354696901,0,binding,1,CC1(C)OC[C@@H](COc2ccc3c(c2)COc2cc(Nc4ccc(F)cc4F)ccc2C3=O)O1
18,8.30102999566398,1,binding,0,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(NC2CCN(C)CC2)nc1
19,5.455931955649719,0,binding,0,COc1ccc(Nc2ncc3nc(Nc4c(F)cccc4F)n(C4CCCC4)c3n2)cc1
20,6.769551078621731,0,binding,1,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)/C=C/c3c(Cl)cccc3Cl)c2)n1C
21,7.55284196865778,1,binding,0,N#Cc1cccc(Cc2nc(-c3ccc(F)cc3)c(-c3ccnc(N)n3)[nH]2)c1
22,7.69897000433602,1,binding,0,Oc1cccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)c1
23,7.481486060122111,1,binding,1,Cc1cccc(-n2nccc2-c2ccc3nc(NC(C)C)sc3c2)c1
24,5.62893213772826,0,binding,0,Cc1cccc(-c2[nH]c(CNc3cc(C#N)cc(CN4CCCC4)c3)nc2-c2ccc3ncnn3c2)n1
25,8.221848749616361,1,binding,0,CC(=O)Nc1nccn1CCOc1ccc(NC(=O)Nc2cc(C(C)(C)C)nn2-c2ccc(C)cc2)c2ccccc12
26,8.214670164989231,1,binding,0,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]c(-c4ccncc4)nc3-c3ccccc3)cc21
27,4.82390874094432,0,binding,0,Cc1ccc(-c2ccc(N)nn2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1
28,7.619788758288389,1,binding,0,CCn1c(-c2ccncc2)c(-c2ccc(F)cc2)c2ncccc21
29,8.58502665202918,1,binding,0,Cn1c(=O)c(-c2cc(C(=O)NC3CC3)ccc2Cl)cc2cnnc(-c3ccc(F)cc3F)c21
30,5.0,0,binding,0,CNc1ncc(C(=O)Nc2cc(C(=O)Nc3cccc(C(F)(F)F)c3C)ccc2C)c(OC)n1
31,8.06550154875643,1,binding,0,Cc1ccc(C(=O)NC2CC2)cc1NC(=O)c1ccc(-c2ccc(CN(C)C)cc2)s1
32,6.318758762624411,0,binding,1,Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2CCCN2CCOCC2)n1
33,7.85387196432176,1,binding,0,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(N)nc1
34,7.585026652029179,1,binding,0,CCN(C(=O)c1cc(C)ccc1F)c1ccnc(N[C@@H](C)c2ccccc2)n1
35,6.207608310501749,0,binding,1,CCc1cccc(-c2nn3c(c2-c2ccnc4ccccc24)CCC3)n1
36,7.46852108295774,1,binding,1,CNC(=O)c1ccc(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c(C)c1
37,5.54821356447571,0,binding,0,CC(=O)Nc1ccccc1NCc1nc(-c2ccc3ncnn3c2)c(-c2cccc(C)n2)[nH]1
38,6.913640169325251,0,binding,1,Cc1cc(OCc2ccc(F)cc2F)c(Br)c(=O)n1-c1ccc(C(N)=O)cc1
39,6.0,0,binding,0,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(N(C)C(=O)c3ccccc3)c2)s1
40,6.0,0,binding,0,Cc1cccc(-c2c(-c3ccc4nc(C)c(C)nc4c3)cnn2CC(=O)Nc2cccc(C#N)c2)n1
41,7.221848749616361,1,binding,1,Cc1ccc(C(=O)NCCO)cc1-n1cnc(OCc2ccc(F)cc2F)c(Br)c1=O
42,9.04575749056067,1,binding,0,CNc1ncc2cc(-c3cc(NC(=O)c4cccc(C(F)(F)F)c4)ccc3C)ccc2n1
43,5.11559582874155,0,binding,0,N#Cc1ccccc1Oc1ccc(C(=O)NCc2ccccc2)cc1
44,7.69897000433602,1,binding,0,CN1CCC(c2cc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)CC1
45,6.46852108295774,0,binding,1,Fc1ccc(-c2cc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1
46,6.833924448348019,1,non_binding,1,C[S+]([O-])c1nc(-c2ccc(F)cc2)c(-c2ccnc(NC3CCCCC3)c2)[nH]1
47,8.09691001300806,1,binding,0,O=C(NCCCN(c1ccc(=O)n(-c2ccccc2Cl)n1)c1ccccc1Cl)C1CCNCC1
48,8.52287874528034,1,binding,0,CN(C)CCNC(=O)c1ccc2c(c1)C(=O)c1ccc(Nc3ccc(F)cc3F)cc1CC2
49,7.420216403383191,1,binding,1,Cc1ccc(C(=O)NCCO)cc1-n1cnc(OCc2ccc(F)cc2F)c(C)c1=O
50,6.45842075605342,0,binding,1,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(Cc3ccccc3)c3ccccc3)c2)[nH]1
51,7.09151498112135,1,binding,1,CC(C)Nc1cc(-c2nc3ccccc3nc2-c2ccc(F)cc2)ccn1
52,6.7351821769904605,0,binding,1,OCCSc1nc(-c2ccc(F)cc2)c(-c2ccncc2)[nH]1
53,7.37236374744835,1,binding,1,CC1(C)OC[C@H](COc2ccc3c(c2)C(=O)c2ccc(Nc4ccccc4N)cc2CC3)O1
54,5.0,0,binding,0,Cc1cccc(-c2[nH]c(CNC(=O)c3ccccc3F)nc2-c2ccc3ncnn3c2)n1
55,5.93144310492764,0,binding,0,Nc1ccc(Nc2ccc3c(c2)CCc2ccccc2C3=O)cc1
56,6.0985416786038895,0,binding,1,Cn1nc(C(C)(C)C)cc1NC(=O)Nc1cccc(-c2ccccc2)c1
57,6.4156687756324695,0,binding,1,Cc1cccc(-c2[nH]c(CNc3cc(C#N)cc(CN4CCOCC4)c3)nc2-c2ccc3ncnn3c2)n1
58,7.49485002168009,1,binding,1,Cc1ccc(C(=O)NC2CC2)cc1NC(=O)c1ccc2cc[nH]c2c1
59,5.455931955649719,0,binding,0,Cc1ccc(-c2ncnc3nc[nH]c23)cc1NC(=O)c1ccc(OCc2ccccn2)cc1
60,7.0,1,binding,1,COc1ccc(C(=O)Nc2cc(NC(=O)c3cccc(N(C)C)c3)ccc2C)c(OC)c1
61,7.744727494896691,1,binding,0,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCc3ccnc(NS(C)(=O)=O)c3)c3ccccc23)cc1
62,7.96257350205938,1,binding,0,O=C(Cc1c(F)cccc1Cl)Nc1onc(-c2ccc(F)cc2)c1-c1ccncn1
63,8.04575749056067,1,binding,0,O=c1c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc2n1C1CC1
64,8.69897000433602,1,binding,0,CCOC(=O)c1cn2ncnc(Nc3cc(NC(=O)c4cc(F)cc(N5CCOCC5)c4)ccc3C)c2c1C
65,4.14266750356873,0,binding,0,C=Cc1c(OCc2ccccc2)ccn(Cc2ccccc2)c1=O
66,7.397940008672039,1,binding,1,O=C(Nc1cccc(Nc2ccc3c(c2)CCc2ccccc2C3=O)c1)c1ccc(F)cc1
67,8.52287874528034,1,binding,0,CNC(=O)c1ccc2c(c1)C(=O)c1ccc(Nc3ccc(F)cc3F)cc1CC2
68,8.425968732272281,1,binding,0,Fc1ccc(-c2ncoc2-c2ccc3nnc(C4CCC4)n3c2)c(F)c1
69,4.85387196432176,0,binding,0,Cc1ccc(-c2nccs2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1
70,7.397940008672039,1,binding,1,COc1ccc2c(c1)C(=O)c1ccc(Nc3ccccc3N)cc1CC2
71,7.49485002168009,1,binding,1,CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)n(-c2ccc(S(C)(=O)=O)cc2)n1
72,8.0479398932619,1,binding,0,Cc1ccc(NC(=O)c2ccoc2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O
73,6.8860566476931595,0,binding,1,O=C(Nc1cccc(Nc2ccc3c(c2)CCCCC3=O)c1)c1cccc(N2CCOCC2)c1
74,6.397940008672039,0,binding,1,CC(C)(CO)c1ccc(CNC(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)cc1O
75,6.602059991327961,0,binding,1,Cc1cccc(-c2[nH]nc(C)c2-c2ccnc3ccccc23)n1
76,5.42250820016277,0,binding,0,Cc1cccc(-c2nc(NCc3cccc(C#N)c3)sc2-c2ccc3ncnn3c2)n1
77,6.82102305270683,0,binding,1,Nc1ccc2c(c1)C(=O)c1ccc(Nc3ccc(F)cc3N)cc1OC2
78,6.64830271772593,0,binding,1,COC(=O)NCC(=O)NCc1cccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccccc2)c1
79,7.69897000433602,1,binding,0,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)NCc2ccccc2Oc2ccnc(Cl)n2)cc1
80,8.30102999566398,1,binding,0,CCNc1c(C(=O)Nc2cc(C(=O)Nc3ccon3)ccc2C)cnn1-c1ccccc1C
81,7.0457574905606695,1,binding,1,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)C(C)c3ccc(CC(C)C)cc3)c2)[nH]1
82,8.52287874528034,1,binding,0,O=C(Nc1ccc(F)c(Nc2ccc3c(c2)OCc2ccc(OCCN4CCOCC4)cc2C3=O)c1)c1ccccc1
83,8.52287874528034,1,binding,0,CC[C@H](C)NC(=O)c1cn2ncnc(Nc3cc(C(=O)NOC)ccc3C)c2c1C
84,5.7958800173440705,0,binding,0,CC(C)(CO)c1ccc(CNC(=O)c2ccc(Oc3ccccc3)cc2)cc1O
85,7.3565473235138095,1,binding,1,O=C1c2ccc(Nc3ccc(F)cc3F)cc2CCc2ccc(C(=O)N3CCOCC3)cc21
86,6.251811972993799,0,binding,1,O[C@H]1CC[C@H](Nc2ncc3nc(Nc4ccc(F)cc4F)n(C4CCCC4)c3n2)CC1
87,4.79588001734407,0,binding,0,Cc1nnc(-c2cccc(-c3ccc(C(=O)NCC4CC4)cc3C)c2)o1
88,6.05998184499234,0,binding,1,Fc1ccc(-c2nocc2-c2ccncc2)cc1
89,5.92081875395237,0,binding,0,O=C(Nc1ccccc1)c1cccc(Nc2ccc3c(c2)CCc2ccccc2C3=O)c1
90,7.92081875395237,1,binding,0,O[C@H]1CC[C@H](n2cnc(-c3ccc(F)cc3)c2-c2ccnc(Oc3ccccc3)n2)CC1
91,5.847711655616941,0,non_binding,0,CCCS(=O)(=O)N1CCC(Nc2nccc(N(C(=O)Nc3ccccc3Cl)c3ccc(F)cc3)n2)CC1
92,7.420216403383191,1,binding,1,COCCn1c(SC)nc(-c2ccc(F)cc2)c1-c1ccnc(NC2CCOCC2)c1
93,8.08092190762393,1,binding,0,CC(C)c1nnc2ccc(-c3ocnc3-c3ccc(Cl)cc3Cl)cn12
94,6.0,0,binding,0,N#Cc1cccc(Cn2cnc(-c3ccnc(N)n3)c2-c2ccc(F)cc2)c1
95,8.49485002168009,1,binding,0,Cc1ccc(C(N)=O)cc1NC(=O)c1cnc(NC(C)C)s1
96,5.02410886359821,0,binding,0,CC(C)C(C)Nc1cc(-c2nc3cc(Cl)c(Cl)cc3nc2-c2ccc(F)cc2)ccn1
97,8.63827216398241,1,binding,0,CC(C)(C)Cn1cnc2ccc(-c3[nH]c(C(C)(C)C)nc3-c3ccc(F)cc3F)nc21
98,9.15490195998574,1,binding,0,O=C(Nc1cc(Nc2ccc3c(c2)CCc2ccc(OCCN4CCOCC4)cc2C3=O)ccc1F)c1cccs1
99,8.92081875395237,1,binding,0,CCn1c(=O)c(-c2cc(C(=O)NC3CC3)cc(F)c2C)cc2nnc(-c3c(F)cccc3Cl)n21
100,4.39794000867204,0,binding,0,CNC(=O)c1cc(Oc2ccc3oc(Nc4ccc(Cl)c(OC[C@@H]5CCCN5C)c4)nc3c2)ccn1
101,5.0,0,binding,0,Cc1cccc(-c2nc(Nc3ccc4c(cnn4C)c3)c3ccccc3n2)n1
102,7.0315170514460705,1,binding,1,CSc1nc(-c2cccc(C(F)(F)F)c2)c(-c2ccnc(NCC(C)c3ccccc3)c2)[nH]1
103,4.30102999566398,0,binding,0,CC(=O)Nc1cc(-c2n[nH]c(=O)n2-c2ccc3ccccc3c2)ccn1
104,6.76582633479392,0,binding,1,Cn1c(-c2c[nH]nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1
105,6.45361161520754,0,binding,1,CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc(CNC(=O)Cn3ccnc3)c2)n1
106,7.16749108729376,1,binding,1,CC(=O)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncc2)CC1
107,6.18243463044022,0,binding,1,CCSc1nc(-c2cccc(C(F)(F)F)c2)c(-c2ccnc(F)c2)[nH]1
108,6.74714696902011,0,binding,1,CCN(C(=O)c1cc2ccccc2o1)c1ccnc(N[C@@H](C)c2ccccc2)n1
109,7.46852108295774,1,binding,1,Cc1ccc(NC(=O)c2ccsc2)cc1-c1ccc(C(=O)NCC2CC2)cc1
110,5.52287874528034,0,binding,0,COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n(C4CCCC4)c3n2)cc1
111,8.187086643357139,1,binding,0,Cc1noc(C)c1-c1nncc2nc(Oc3ccc(F)cc3F)ccc12
112,7.65757731917779,1,binding,0,CNC(=O)c1ccc(C)c(NC(=O)c2cnc(NCCOC)s2)c1
113,4.0,0,binding,0,O=c1cc(-c2[nH]c(-c3ccc(-c4cn(CCP(=O)([O-])[O-])nn4)cc3)nc2-c2ccc(F)cc2)cc[nH]1
114,6.318758762624411,0,binding,1,Cc1ccc(S(=O)(=O)n2oc(=O)c(-c3ccc(F)cc3)c2-c2ccncc2)cc1
115,6.75696195131371,0,binding,1,CC(C)Nc1nc2ccc(-c3ccnn3-c3ccccc3Cl)cc2s1
116,5.32239304727951,0,binding,0,N#Cc1cccc(C(=O)c2cnn(-c3ccc(F)cc3)c2N)c1
117,5.64975198166584,0,binding,0,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)=O)c2)n1CCC(=O)N1CCCCC1
118,7.970345886424281,1,binding,0,Cc1ccc(C)c(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)c1
119,5.57675412606319,0,binding,0,COc1ccccc1-c1cc(-c2ccc(Cl)cc2)[nH]c1-c1ccncc1
120,5.815308569182401,0,binding,0,CCc1ccccc1NCc1nc(-c2ccc3ncnn3c2)c(-c2cccc(C)n2)[nH]1
121,6.05551732784983,0,binding,1,Cc1ncc(-c2ccc(C)c(-c3ccc4c(c3)NC(=O)C43CCOCC3)c2)[nH]1
122,7.15490195998574,1,binding,1,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NCc3ccccn3)c2)[nH]1
123,6.82317650179486,0,binding,1,CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc(CNC(=O)CNC=O)c2)n1
124,8.05551732784983,1,binding,0,CCC(=O)Nc1cc(-c2sc(CC)nc2-c2cccc(C)c2)ccn1
125,8.95860731484177,1,binding,0,Cc1c(F)cc(C(=O)NC2CC2)cc1-c1cc2nnc(-c3c(F)cccc3Cl)n2n(C)c1=O
126,5.09691001300806,0,binding,0,Cc1cccc(C)c1OC(=O)N(c1cccc(-c2ccccc2)c1)c1ccnc(Nc2ccc(N3CCN(C)CC3)cc2)n1
127,7.33724216831843,1,binding,1,Cc1ccc(C(=O)NC2CC2)cc1NC(=O)c1ccc(-c2ccc(Cl)cc2)o1
128,4.69897000433602,0,binding,0,Cc1cccc(-c2[nH]ncc2-c2ccc(F)cc2)n1
129,7.26881597723874,1,binding,1,Cc1ccc(C(=O)NC2CCC2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O
130,8.30102999566398,1,binding,0,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1
131,9.09691001300806,1,binding,0,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(c1)NC(=O)C21CCC(C)(O)CC1
132,6.56066730616974,0,binding,1,Cc1ccc(C(=O)NC(C)(C)C)cc1-c1ccc2c(c1)NC(=O)C21CCCC1
133,7.596879478824179,1,binding,0,Fc1ccc(-c2n[nH]c(C3CCNCC3)c2-c2ccncc2)cc1
134,6.732828271596991,0,binding,1,Fc1ccc(-c2c(-c3ccncc3)n(CCN3CCOCC3)c3cccnc23)cc1
135,6.939302159646389,0,binding,1,O=C(Nc1cc(-c2c(-c3ccc(F)cc3)nc3n2CCS3)ccn1)c1cc2ccccc2o1
136,6.06550154875643,0,binding,1,CS(=O)(=O)N[C@H]1CC[C@H](Nc2ncc3nc(Nc4ccc(F)cc4F)n(C4CCOCC4)c3n2)CC1
137,5.94309514866353,0,binding,0,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)=O)c2)n1CCC(=O)N1CCCC1
138,5.92081875395237,0,binding,0,Cc1cccc(C)c1OC(=O)N(c1ccnc(Nc2ccc(N3CCN(C)CC3)cc2)n1)c1ccc(F)cc1OC(C)C
139,7.69897000433602,1,binding,0,O=C1c2ccc(Nc3ccc(F)cc3F)cc2CCc2cc(OCCO)ccc21
140,6.812479279163541,0,binding,1,CCN(C(=O)c1cn(C)c2ccccc12)c1ccnc(N[C@@H](C)c2ccccc2)n1
141,8.69897000433602,1,binding,0,CCn1nccc1NC(=O)c1ccc(C)c(NC(=O)c2cnn(-c3ccc(F)cc3)c2N)c1
142,5.662341108973861,0,binding,0,O=C(Nc1ccc(Cl)c(Cl)c1)c1cc(Cl)cc(Cl)c1O
143,8.42021640338319,1,binding,0,Cc1ccc(C(=O)Nc2ccon2)cc1NC(=O)c1cnc(NC(C)C)s1
144,5.65169513695184,0,binding,0,Cc1cccc(-c2[nH]c(CNc3cccc(C#N)c3CN3CCOCC3)nc2-c2ccc3ncnn3c2)n1
145,7.8239087409443195,1,binding,0,CNC(=O)c1ccc(C)c(-n2ncc(OCc3ccc(F)cc3F)c(Br)c2=O)c1
146,5.84163750790475,0,binding,0,C[C@@H](C(=O)O)n1cc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)n2C)nn1
147,6.721246399047169,0,binding,1,O=C(O)c1ccc(-n2cc(-c3nc(-c4ccc(F)cc4)c(-c4ccncc4)o3)nn2)cc1
148,4.72623571177011,0,binding,0,Cn1nc(C(C)(C)C)cc1NC(=O)Nc1ccc(Cl)cc1
149,6.5734887386354295,0,binding,1,CCN(C(=O)c1ccccc1Cl)c1ccnc(N[C@@H](C)c2ccccc2)n1
150,6.8239087409443195,0,binding,1,Fc1ccc(-c2nn3cc(Cl)ccc3c2-c2ccncc2)cc1
151,5.85387196432176,0,binding,0,Fc1ccc(-c2cc(-c3ccc(Cl)cc3)[nH]c2-c2ccncc2)cc1
152,4.69897000433602,0,binding,0,COc1ccc(C(=O)N(C)c2cc(NC(=O)c3cccc(N(C)C)c3)ccc2C)cc1OC
153,7.8860566476931595,1,binding,0,Cc1ccc(C(=O)NC2CC2)cc1NC(=O)c1ccc(-c2cccnc2)s1
154,6.619788758288389,0,binding,1,Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1Nc1cc(Cl)ncn1
155,7.0946655521217314,1,binding,1,Nc1ccccc1Nc1ccc2c(c1)CCc1ccccc1C2=O
156,7.34678748622466,1,binding,1,CC(C)CC(=O)Nc1ccc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3C)cc2)cc1
157,5.020451625295911,0,binding,0,Nc1c(C(=O)c2cccc(C(O)(CO)CO)c2)cnn1-c1ccc(F)cc1
158,7.69897000433602,1,binding,0,O=C(Nc1cccc(Nc2ccc3c(c2)OCc2ccccc2C3=O)c1)c1ccsc1
159,4.82390874094432,0,binding,0,Cc1ccc(-c2nccn2C)cc1NC(=O)c1ccc(OCc2ccccn2)cc1
160,6.49485002168009,0,binding,1,Cc1cc(-c2ccc(F)cc2)c(-c2ccncc2)[nH]1
161,5.387216143280259,0,binding,0,Cc1cccc(-c2[nH]c(CNc3cccc(CN4CCCC4)c3F)nc2-c2ccc3ncnn3c2)n1
162,7.096910013008059,1,binding,1,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NCC3CCCCC3)c2)[nH]1
163,9.22184874961636,1,binding,0,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(OC(C)C)cncc2c1
164,7.69897000433602,1,binding,0,CC(C)Nc1nc2ccc(-c3ccnn3-c3ccccc3F)cc2s1
165,7.8860566476931595,1,binding,0,CNC(=O)c1ccc(C)c(Nc2ncnc3c2cnn3C(C)(C)C)c1
166,6.595166283380059,0,binding,1,CNc1ncc(C(=O)Nc2cc(C(=O)Nc3cccc(C(F)(F)F)c3F)ccc2C)c(OC)n1
167,8.09691001300806,1,binding,0,CONC(=O)c1ccc(C)c(Nc2ncnn3cc(C(=O)NC4CCCC4)c(C)c23)c1
168,7.744727494896691,1,binding,0,CNc1nccc(-c2c(-c3ccc(F)cc3)ncn2[C@H]2CC[C@H](O)CC2)n1
169,7.52287874528034,1,binding,0,CCC(C)Nc1cc(-c2c(-c3ccc(F)cc3)noc2C(C)C)ccn1
170,6.0,0,binding,0,Cn1c(=O)cc(NC2CCOCC2)c2cnn(-c3cccc(F)c3)c21
171,7.619788758288389,1,binding,0,O=C(Nc1ccc(F)c(Nc2ccc3c(c2)OCc2ccccc2C3=O)c1)c1ccccc1
172,6.508638306165731,0,binding,1,CCOCCOc1ccc(C(=O)Nc2cc(NC(=O)c3cccc(N(C)C)c3)ccc2C)cc1
173,8.26143937264017,1,binding,0,CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(-c2cccc(CNC(=O)CCC(=O)O)c2)n1
174,6.53760200210104,0,binding,1,CCCCOC(=O)c1ccc(NC(=O)Nc2cc(C(C)(C)C)nn2C)cc1
175,6.95860731484177,0,binding,1,CNC(=O)c1ccc(C)c(N2Cc3nc(NC4CCCC4)sc3C2=O)c1
176,7.8860566476931595,1,binding,0,Cc1ccc(C(=O)NC2CC2)cc1-c1cnc2c(c1)NC(=O)C21CCOCC1
177,4.52287874528034,0,binding,0,Cc1ccc(-c2nc3ccccc3[nH]2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1
178,6.474955192963151,0,binding,1,COC(Cn1c(S/C=C\C(=O)O)nc(-c2ccc(F)cc2)c1-c1ccnc(NC(C)=O)c1)OC
179,6.57024771999759,0,binding,1,Cc1ccc(C(=O)NC(C)(C)C)cc1Nc1cc(=O)n(C)c2c1cnn2-c1ccc(F)cc1F
180,7.397940008672039,1,binding,1,O=C1c2ccc(Oc3ccc(F)cc3F)cc2CCc2ccc(OC[C@@H](O)CO)cc21
181,7.15490195998574,1,binding,1,COc1ccc2c(c1)C(=O)c1ccc(Nc3ccccc3)cc1CC2
182,8.356547323513809,1,binding,0,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]c(C(C)(C)C)nc3-c3ccc(F)cc3F)cc21
183,6.92081875395237,0,binding,1,Fc1ccc(-c2nn3ccccc3c2-c2ccncc2)cc1
184,6.701146923590291,0,binding,1,O=C(Nc1cc(-c2ccnc(Nc3ccc(F)cc3)c2)ccn1)C1CCOCC1
185,6.8013429130455805,0,binding,1,C[C@H](Nc1nccc(N(CC2CCOCC2)C(=O)c2ccc3c(c2)CCO3)n1)c1ccccc1
186,6.53760200210104,0,binding,1,Cn1c(-c2cn(-c3cccc(C(=O)NCCCO)c3)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1
187,5.64016451766011,0,binding,0,Cc1cccc(-c2[nH]c(CNc3ccccc3)nc2-c2ccc3ncnn3c2)n1
188,8.0,1,binding,0,O=C(Nc1ccc(F)c(Nc2ccc3c(c2)OCc2c(OCCN4CCOCC4)cccc2C3=O)c1)c1ccccc1
189,5.7958800173440705,0,binding,0,Cc1ccc2c(Nc3cccc(C(F)(F)F)c3)nccc2c1Nc1ncccc1-c1ccncn1
190,7.1249387366083,1,binding,1,CCn1c(SC)nc(-c2ccc(F)cc2)c1-c1ccnc(NC(=O)/C=C/c2ccc(OC)cc2)c1
191,5.5003129173816,0,non_binding,0,CCOC(=O)N1CCC(Nc2nccc(N(C(=O)Nc3ccccc3Cl)c3ccc(F)cc3)n2)CC1
192,6.85387196432176,0,binding,1,CCNc1ncc(C(=O)Nc2c(C)cccc2Cl)s1
193,8.12785350843866,1,binding,0,Cc1nnc(-c2ccc(C)c(-c3ccc4c(c3)NC(=O)C43CCCC3)c2)[nH]1
194,7.82856232674116,1,binding,0,Cc1ccc(NC(=O)c2cccc(N3CCOCC3)c2)cc1NC(=O)c1ccc(OCc2cscn2)cc1
195,6.95416652120216,0,binding,1,O=C1c2ccccc2CCc2cc(Nc3ccc(F)cc3F)ccc21
196,7.8860566476931595,1,binding,0,Cn1nc(C(C)(C)C)cc1NC(=O)Nc1ccc(Sc2ccncc2)cc1
197,7.5686362358410095,1,binding,0,O=C1c2ccc(OC[C@@H](O)CO)cc2COc2cc(Nc3ccc(F)cc3F)ccc21
198,8.52287874528034,1,binding,0,CC(C)c1nnc2ccc(-c3ocnc3-c3ccccc3Cl)cn12
199,6.096910013008059,0,binding,1,CCn1c(=O)n(CC)c2cc(-c3ocnc3-c3cccc(C)c3)ccc21
200,7.8860566476931595,1,binding,0,CCCC(=O)Nc1cc(-c2sc(CC)nc2-c2cccc(C)c2)ccn1
